query_name,matched_name,matched_smiles,matched_inchikey,matched_formula,cosine_score,matched_peaks,precursor_mz,library_precursor_mz,precursor_ppm_diff,adduct,library_ccs,matched_ontology,matched_fragments,source_method,source_database,rank
Unknown (20.34_760.5780m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.5482,5,760.578,760.585,-9.2,[M+H]+,,,86.0966/86.0965(Δ0.0001Da); 104.1068/104.1074(Δ0.0006Da); 184.0762/184.0741(Δ0.0021Da); 185.0767/185.0775(Δ0.0008Da); 760.58/760.5847(Δ0.0047Da),DreaMS,Drug,2
Unknown (20.57_760.5779m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.7016,4,760.5779,760.585,-9.34,[M+H]+,,,86.0966/86.0965(Δ0.0001Da); 125.0005/124.9992(Δ0.0013Da); 184.0747/184.0741(Δ0.0006Da); 760.5786/760.5847(Δ0.0061Da),DreaMS,Drug,1
Unknown (20.57_760.5779m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.6512,4,760.5779,760.582,-5.39,[M+H]+,,,86.0966/86.0961(Δ0.0005Da); 125.0005/124.9997(Δ0.0008Da); 184.0747/184.0734(Δ0.0013Da); 760.5786/760.5805(Δ0.0019Da),DreaMS,Drug,2
Unknown (20.57_760.5779m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.6057,3,760.5779,760.5851,-9.47,[M+H]+,,,86.0966/86.0967(Δ0.0001Da); 125.0005/124.9995(Δ0.0010Da); 184.0747/184.0735(Δ0.0012Da),DreaMS,Drug,3
Unknown (20.57_760.5779m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.547,4,760.5779,760.5851,-9.47,[M+H]+,,,86.0966/86.0969(Δ0.0003Da); 125.0005/124.9998(Δ0.0007Da); 184.0747/184.0738(Δ0.0009Da); 760.5786/760.5868(Δ0.0082Da),DreaMS,Drug,4
Unknown (20.57_760.5779m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.5383,4,760.5779,760.5851,-9.47,[M+H]+,,,86.0966/86.0963(Δ0.0003Da); 125.0005/124.9993(Δ0.0012Da); 184.0747/184.0737(Δ0.0010Da); 760.5786/760.5878(Δ0.0092Da),DreaMS,Drug,5
Unknown (20.60_785.5871n),PC(18:1/18:1),CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,SNKAWJBJQDLSFF-UHFFFAOYSA-N,C44H84NO8P,0.6009,8,786.5944,786.601,-8.39,[M+H]+,,,125.0005/125.0002(Δ0.0003Da); 184.1478/184.1464(Δ0.0014Da); 184.2207/184.2215(Δ0.0008Da); 184.2858/184.2825(Δ0.0033Da); 184.3898/184.3804(Δ0.0094Da); 184.4647/184.4255(Δ0.0392Da); 185.0769/185.0774(Δ0.0005Da); 786.5957/786.604(Δ0.0083Da),DreaMS,Drug,1
Unknown (20.60_785.5871n),PC(18:1/18:1),CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,SNKAWJBJQDLSFF-UHFFFAOYSA-N,C44H84NO8P,0.598,8,786.5944,786.601,-8.39,[M+H]+,,,125.0005/125.0(Δ0.0005Da); 184.1478/184.1466(Δ0.0012Da); 184.2207/184.2218(Δ0.0011Da); 184.2858/184.2821(Δ0.0037Da); 184.3898/184.3795(Δ0.0103Da); 185.0769/185.0771(Δ0.0002Da); 185.2186/185.1659(Δ0.0461Da); 186.0779/186.0787(Δ0.0008Da); 786.5957/786.6061(Δ0.0104Da),DreaMS,Drug,2
Unknown (20.60_785.5871n),PC(18:1/18:1),CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,SNKAWJBJQDLSFF-UHFFFAOYSA-N,C44H84NO8P,0.5922,7,786.5944,786.601,-8.39,[M+H]+,,,125.0005/124.9997(Δ0.0008Da); 184.1478/184.1506(Δ0.0028Da); 184.2207/184.2188(Δ0.0019Da); 184.2858/184.2866(Δ0.0008Da); 184.3898/184.3786(Δ0.0112Da); 185.0769/185.0766(Δ0.0003Da); 185.2186/185.1638(Δ0.0482Da); 786.5957/786.601(Δ0.0053Da),DreaMS,Drug,3
Unknown (20.60_785.5871n),PC(18:1/18:1),CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,SNKAWJBJQDLSFF-UHFFFAOYSA-N,C44H84NO8P,0.5914,9,786.5944,786.601,-8.39,[M+H]+,,,125.0005/124.9997(Δ0.0008Da); 184.1478/184.1455(Δ0.0023Da); 184.2207/184.2212(Δ0.0005Da); 184.2858/184.2892(Δ0.0034Da); 184.3898/184.3873(Δ0.0025Da); 184.4647/184.4251(Δ0.0396Da); 185.0769/185.0766(Δ0.0003Da); 186.0779/186.0773(Δ0.0006Da); 786.5957/786.6002(Δ0.0045Da),DreaMS,Drug,4
Unknown (20.60_785.5871n),PC(18:1/18:1),CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,SNKAWJBJQDLSFF-UHFFFAOYSA-N,C44H84NO8P,0.5879,7,786.5944,786.601,-8.39,[M+H]+,,,125.0005/124.9997(Δ0.0008Da); 184.1478/184.1508(Δ0.0030Da); 184.2207/184.2191(Δ0.0016Da); 184.2858/184.2868(Δ0.0010Da); 184.3898/184.4011(Δ0.0113Da); 185.0769/185.0766(Δ0.0003Da); 185.2186/185.1671(Δ0.0449Da); 786.5957/786.6018(Δ0.0061Da),DreaMS,Drug,5
Unknown (20.70_371.0987m/z),nan,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,VSJKWCGYPAHWDS-UHFFFAOYSA-N,C20H16N2O4,0.5432,4,371.0987,371.1,-3.5,[M+Na]+,,,73.0481/73.0475(Δ0.0006Da); 266.9994/266.9991(Δ0.0003Da); 281.0523/281.0514(Δ0.0009Da); 355.0691/355.0695(Δ0.0004Da),DreaMS,Drug,1
Unknown (20.70_760.5779m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.6387,6,760.5779,760.582,-5.39,[M+H]+,,,86.0965/86.0961(Δ0.0004Da); 104.1071/104.1067(Δ0.0004Da); 125.0003/124.9997(Δ0.0006Da); 166.0627/166.0628(Δ0.0001Da); 185.0766/185.0765(Δ0.0001Da); 186.0769/186.0774(Δ0.0005Da),DreaMS,Drug,1
Unknown (20.70_760.5779m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.6043,4,760.5779,760.585,-9.34,[M+H]+,,,86.0965/86.0965(Δ0.0000Da); 104.1071/104.1074(Δ0.0003Da); 125.0003/124.9992(Δ0.0011Da); 185.0766/185.0775(Δ0.0009Da),DreaMS,Drug,2
Unknown (20.70_760.5779m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.5274,5,760.5779,760.5851,-9.47,[M+H]+,,,86.0965/86.0967(Δ0.0002Da); 104.1071/104.1074(Δ0.0003Da); 125.0003/124.9995(Δ0.0008Da); 166.0627/166.0621(Δ0.0006Da); 185.0766/185.0763(Δ0.0003Da),DreaMS,Drug,3
Unknown (20.91_760.5778m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.682,4,760.5778,760.585,-9.47,[M+H]+,,,86.0965/86.0965(Δ0.0000Da); 104.1068/104.1074(Δ0.0006Da); 125.0005/124.9992(Δ0.0013Da); 184.0746/184.0741(Δ0.0005Da),DreaMS,Drug,1
Unknown (20.91_760.5778m/z),nan,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.6378,5,760.5778,760.582,-5.52,[M+H]+,,,86.0965/86.0961(Δ0.0004Da); 104.1068/104.1067(Δ0.0001Da); 125.0005/124.9997(Δ0.0008Da); 166.0624/166.0628(Δ0.0004Da); 184.0746/184.0734(Δ0.0012Da),DreaMS,Drug,2
Unknown (20.91_760.5778m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.5717,5,760.5778,760.5851,-9.6,[M+H]+,,,86.0965/86.0967(Δ0.0002Da); 104.1068/104.1074(Δ0.0006Da); 125.0005/124.9995(Δ0.0010Da); 166.0624/166.0621(Δ0.0003Da); 184.0746/184.0735(Δ0.0011Da),DreaMS,Drug,3
Unknown (20.91_760.5778m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.5147,5,760.5778,760.5851,-9.6,[M+H]+,,,86.0965/86.0969(Δ0.0004Da); 104.1068/104.1078(Δ0.0010Da); 125.0005/124.9998(Δ0.0007Da); 166.0624/166.0622(Δ0.0002Da); 184.0746/184.0738(Δ0.0008Da),DreaMS,Drug,4
Unknown (20.91_760.5778m/z),1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,RRVPPYNAZJRZFR-UHFFFAOYSA-N,C42H82NO8P,0.5129,4,760.5778,760.5851,-9.6,[M+H]+,,,86.0965/86.0963(Δ0.0002Da); 104.1068/104.1068(Δ0.0000Da); 125.0005/124.9993(Δ0.0012Da); 184.0746/184.0737(Δ0.0009Da),DreaMS,Drug,5
Unknown (21.18_147.0438m/z),Coumarin,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C9H6O2,0.7489,2,147.0438,147.0441,-2.04,[M+H]+,,,91.0546/91.0542(Δ0.0004Da); 119.0504/119.0496(Δ0.0008Da),DreaMS,Drug,1
Unknown (21.18_147.0438m/z),nan,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C9H6O2,0.7182,2,147.0438,147.044,-1.36,[M+H]+,,,91.0546/91.0542(Δ0.0004Da); 119.0504/119.049(Δ0.0014Da),DreaMS,Drug,2
Unknown (21.18_147.0438m/z),Coumarin,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C9H6O2,0.7179,2,147.0438,147.0441,-2.04,[M+H]+,,,91.0546/91.0542(Δ0.0004Da); 119.0504/119.049(Δ0.0014Da),DreaMS,Drug,3
Unknown (21.18_147.0438m/z),nan,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C9H6O2,0.6979,2,147.0438,147.044,-1.36,[M+H]+,,,91.0546/91.054(Δ0.0006Da); 119.0504/119.0466(Δ0.0038Da),DreaMS,Drug,4
Unknown (21.18_147.0438m/z),Coumarin,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C9H6O2,0.6926,2,147.0438,147.0441,-2.04,[M+H]+,,,91.0546/91.0542(Δ0.0004Da); 119.0504/119.0491(Δ0.0013Da),DreaMS,Drug,5
Unknown (22.33_758.5646m/z),nan,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,JLPULHDHAOZNQI-UHFFFAOYSA-N,C42H80NO8P,0.6363,11,758.5646,758.572,-9.76,[M+H]+,,,86.0965/86.0969(Δ0.0004Da); 87.0995/87.1001(Δ0.0006Da); 104.107/104.1077(Δ0.0007Da); 125.0003/125.0007(Δ0.0004Da); 166.062/166.0634(Δ0.0014Da); 184.2193/184.2537(Δ0.0344Da); 184.2855/184.3052(Δ0.0197Da); 184.463/184.4614(Δ0.0016Da); 185.0766/185.0781(Δ0.0015Da); 186.0776/186.0794(Δ0.0018Da); 758.5679/758.5726(Δ0.0047Da),DreaMS,Drug,1
Unknown (22.33_758.5646m/z),1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,JLPULHDHAOZNQI-UHFFFAOYSA-N,C42H80NO8P,0.5331,7,758.5646,758.569,-5.8,[M+H]+,,,71.0719/71.0732(Δ0.0013Da); 86.0965/86.0965(Δ0.0000Da); 87.0995/87.1(Δ0.0005Da); 104.107/104.1069(Δ0.0001Da); 125.0003/124.9997(Δ0.0006Da); 185.0766/185.0767(Δ0.0001Da); 758.5679/758.5683(Δ0.0004Da),DreaMS,Drug,2
Unknown (22.33_758.5646m/z),PC(16:0/18:2),CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,JLPULHDHAOZNQI-UHFFFAOYSA-N,C42H80NO8P,0.5042,8,758.5646,758.57,-7.12,[M+H]+,,,104.107/104.1069(Δ0.0001Da); 125.0003/124.9999(Δ0.0004Da); 166.062/166.0612(Δ0.0008Da); 184.1487/184.1435(Δ0.0052Da); 184.2193/184.2199(Δ0.0006Da); 184.2855/184.2889(Δ0.0034Da); 184.3774/184.333(Δ0.0444Da); 185.2184/185.166(Δ0.0470Da); 758.5679/758.5731(Δ0.0052Da),DreaMS,Drug,3
Unknown (22.46_787.2588m/z),nan,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,FSBUXLDOLNLABB-UHFFFAOYSA-N,C35H46O20,0.5032,10,787.2588,787.266,-9.15,[M+H]+,,,147.9827/147.9597(Δ0.0230Da); 221.0826/221.0732(Δ0.0094Da); 281.0463/281.0162(Δ0.0301Da); 305.9745/305.9571(Δ0.0174Da); 522.3557/522.3547(Δ0.0010Da); 771.5918/771.5938(Δ0.0020Da); 774.585/774.5345(Δ0.0433Da); 785.2408/785.2461(Δ0.0053Da); 786.8928/786.8683(Δ0.0245Da); 787.0286/787.0168(Δ0.0118Da),DreaMS,Drug,1
Unknown (23.30_415.2650m/z),Lithocholic Acid,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,SMEROWZSTRWXGI-UHFFFAOYSA-N,C24H40O3,0.5952,10,415.265,415.2608947753906,9.89,[M+K]+,,,67.0563/67.0543(Δ0.0020Da); 73.0522/73.0468(Δ0.0054Da); 79.0511/79.0543(Δ0.0032Da); 89.0604/89.0597(Δ0.0007Da); 91.055/91.0545(Δ0.0005Da); 93.0653/93.0699(Δ0.0046Da); 133.0882/133.0857(Δ0.0025Da); 149.0665/149.0437(Δ0.0228Da); 149.1291/149.1329(Δ0.0038Da); 326.9615/326.9663(Δ0.0048Da),DreaMS,Drug,1
Unknown (23.30_415.2650m/z),nan,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,SMEROWZSTRWXGI-UHFFFAOYSA-N,C24H40O3,0.5946,10,415.265,415.261,9.63,[M+K]+,,,67.0563/67.0544(Δ0.0019Da); 73.0522/73.0469(Δ0.0053Da); 79.0511/79.0543(Δ0.0032Da); 89.0604/89.0597(Δ0.0007Da); 91.055/91.0545(Δ0.0005Da); 93.0653/93.0699(Δ0.0046Da); 133.0882/133.0857(Δ0.0025Da); 149.0665/149.0437(Δ0.0228Da); 149.1291/149.1329(Δ0.0038Da); 326.9615/326.9663(Δ0.0048Da),DreaMS,Drug,2
Unknown (23.30_415.2650m/z),nan,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,SMEROWZSTRWXGI-UHFFFAOYSA-N,C24H40O3,0.5886,10,415.265,415.261,9.63,[M+K]+,,,67.0563/67.0543(Δ0.0020Da); 73.0522/73.0469(Δ0.0053Da); 79.0511/79.0543(Δ0.0032Da); 89.0604/89.0597(Δ0.0007Da); 91.055/91.0574(Δ0.0024Da); 93.0653/93.0699(Δ0.0046Da); 133.0882/133.0859(Δ0.0023Da); 149.1291/149.1325(Δ0.0034Da); 326.9615/326.9662(Δ0.0047Da); 413.2648/413.2664(Δ0.0016Da),DreaMS,Drug,3
Unknown (23.30_415.2650m/z),Lithocholic Acid,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,SMEROWZSTRWXGI-UHFFFAOYSA-N,C24H40O3,0.5882,10,415.265,415.2608947753906,9.89,[M+K]+,,,67.0563/67.0543(Δ0.0020Da); 73.0522/73.0469(Δ0.0053Da); 79.0511/79.0543(Δ0.0032Da); 89.0604/89.0597(Δ0.0007Da); 91.055/91.0574(Δ0.0024Da); 93.0653/93.0699(Δ0.0046Da); 133.0882/133.0859(Δ0.0023Da); 149.1291/149.1325(Δ0.0034Da); 326.9615/326.9662(Δ0.0047Da); 413.2648/413.2664(Δ0.0016Da),DreaMS,Drug,4
Unknown (23.30_415.2650m/z),nan,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,SMEROWZSTRWXGI-UHFFFAOYSA-N,C24H40O3,0.5014,9,415.265,415.261,9.63,[M+K]+,,,67.0563/67.0544(Δ0.0019Da); 73.0522/73.0469(Δ0.0053Da); 79.0511/79.0543(Δ0.0032Da); 89.0604/89.0597(Δ0.0007Da); 91.055/91.0543(Δ0.0007Da); 93.0653/93.07(Δ0.0047Da); 133.0882/133.1012(Δ0.0130Da); 149.0665/149.0271(Δ0.0394Da); 283.0484/283.0997(Δ0.0473Da); 326.9615/326.9661(Δ0.0046Da),DreaMS,Drug,5
Unknown (24.54_393.3004m/z),CHENODIOL,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,C24H40O4,0.5208,11,393.3004,393.299926757812,1.2,[M+H]+,,,81.071/81.0705(Δ0.0005Da); 95.0909/95.086(Δ0.0049Da); 109.1024/109.1015(Δ0.0009Da); 123.115/123.117(Δ0.0020Da); 133.087/133.1013(Δ0.0143Da); 135.1149/135.1168(Δ0.0019Da); 149.023/149.0234(Δ0.0004Da); 149.1264/149.1325(Δ0.0061Da); 159.1153/159.1168(Δ0.0015Da); 161.1345/161.1325(Δ0.0020Da); 163.1456/163.1481(Δ0.0025Da),DreaMS,Drug,1
Unknown (24.54_393.3004m/z),nan,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,C24H40O4,0.5129,18,393.3004,393.3,1.02,[M+H]+,,,81.071/81.0705(Δ0.0005Da); 95.0909/95.086(Δ0.0049Da); 97.1022/97.1017(Δ0.0005Da); 109.1024/109.1016(Δ0.0008Da); 123.115/123.117(Δ0.0020Da); 133.087/133.086(Δ0.0010Da); 135.1149/135.1169(Δ0.0020Da); 149.023/149.0233(Δ0.0003Da); 149.0608/149.0597(Δ0.0011Da); 149.1264/149.1325(Δ0.0061Da); 159.1153/159.1169(Δ0.0016Da); 161.1345/161.1325(Δ0.0020Da); 163.1456/163.1481(Δ0.0025Da); 221.0875/221.1326(Δ0.0451Da); 281.0568/281.0987(Δ0.0419Da); 283.1716/283.2061(Δ0.0345Da); 326.9745/326.9302(Δ0.0443Da); 338.3428/338.3426(Δ0.0002Da),DreaMS,Drug,2
Unknown (24.54_393.3004m/z),CHENODIOL,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD-UHFFFAOYSA-N,C24H40O4,0.5121,18,393.3004,393.2999267578125,1.2,[M+H]+,,,81.071/81.0705(Δ0.0005Da); 95.0909/95.086(Δ0.0049Da); 97.1022/97.1017(Δ0.0005Da); 109.1024/109.1016(Δ0.0008Da); 123.115/123.117(Δ0.0020Da); 133.087/133.086(Δ0.0010Da); 135.1149/135.1169(Δ0.0020Da); 149.023/149.0233(Δ0.0003Da); 149.0608/149.0597(Δ0.0011Da); 149.1264/149.1325(Δ0.0061Da); 159.1153/159.1169(Δ0.0016Da); 161.1345/161.1325(Δ0.0020Da); 163.1456/163.1481(Δ0.0025Da); 221.0875/221.1326(Δ0.0451Da); 281.0568/281.0987(Δ0.0419Da); 283.1716/283.2062(Δ0.0346Da); 326.9745/326.9302(Δ0.0443Da); 338.3428/338.3426(Δ0.0002Da),DreaMS,Drug,3
Unknown (3.00_285.0755m/z),nan,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,WUADCCWRTIWANL-UHFFFAOYSA-N,C16H12O5,0.5927,2,285.0755,285.076,-1.75,[M+H]+,,,270.0551/270.048(Δ0.0071Da); 285.0717/285.071(Δ0.0007Da),DreaMS,Drug,1
Unknown (9.30_313.0675m/z),"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,0.5617,4,313.0675,313.07,-7.99,[M+Na]+,,,95.0129/95.013(Δ0.0001Da); 163.0756/163.075(Δ0.0006Da); 165.0553/165.055(Δ0.0003Da); 269.0473/269.081(Δ0.0337Da),DreaMS,Drug,1
Unknown (9.30_313.0675m/z),"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,0.526,4,313.0675,313.07,-7.99,[M+Na]+,,,95.0129/95.013(Δ0.0001Da); 163.0756/163.075(Δ0.0006Da); 165.0553/165.054(Δ0.0013Da); 269.0473/269.08(Δ0.0327Da),DreaMS,Drug,2
Unknown (9.30_313.0675m/z),"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,0.5223,7,313.0675,313.07,-7.99,[M+Na]+,,,95.0129/95.013(Δ0.0001Da); 163.0756/163.075(Δ0.0006Da); 165.0553/165.054(Δ0.0013Da); 166.0226/166.058(Δ0.0354Da); 269.0473/269.044(Δ0.0033Da); 285.0757/285.039(Δ0.0367Da); 311.0549/311.055(Δ0.0001Da),DreaMS,Drug,3
Unknown (9.30_313.0675m/z),"(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,0.5095,7,313.0675,313.07,-7.99,[M+Na]+,,,95.0129/95.013(Δ0.0001Da); 163.0756/163.075(Δ0.0006Da); 165.0553/165.054(Δ0.0013Da); 166.0226/166.058(Δ0.0354Da); 269.0473/269.044(Δ0.0033Da); 285.0757/285.076(Δ0.0003Da); 311.0549/311.055(Δ0.0001Da),DreaMS,Drug,4
Unknown (9.30_313.0675m/z),nan,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,0.5069,4,313.0675,313.07,-7.99,[M+Na]+,,,163.0756/163.075(Δ0.0006Da); 165.0553/165.054(Δ0.0013Da); 225.0534/225.007(Δ0.0464Da); 285.0757/285.076(Δ0.0003Da),DreaMS,Drug,5
