spec_id,rank,pred_smiles,gt_smiles,exact_match,tanimoto
spectraverse_pos_000001,1,Cc1ccc(OC2COC=C(C=O)C=C2OCCC(=O)C(C)C)c(O)c1,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.2105
spectraverse_pos_000001,2,Cc1ccc(CCC(O)OCC(O)CC(C)O)c(OOC2C=CC(=O)OC2)c1,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.131
spectraverse_pos_000001,3,CC(O)Cc1ccc(C=COC=C2COC(=O)CO2)c(OCC(O)C(C)C)c1,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1795
spectraverse_pos_000001,4,CC1COC(C2C=CO2)C=C1O.CC1Oc2ccc(cc2Cl)C(O)CC1=O,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1125
spectraverse_pos_000001,5,CC(Cl)CC(O)COC1OCOC(c2ccoc2)=CC1C(C(=O)O)C(C)O,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1325
spectraverse_pos_000002,1,CC(C=C(O)CC1OCC(C)C2Oc3ccc(cc3O2)C=CC1O)C(=O)O,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1392
spectraverse_pos_000002,2,CC(=CC=C1c2cc(OCC(=O)O)ccc2OCC(C)OC1O)C(Cl)Cl,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1341
spectraverse_pos_000002,3,C=CC(O)Cn1ccc(C2OCC(C)COC(=COCCC(C)C(=O)O)O2)c1,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1111
spectraverse_pos_000002,4,CC1OCC(C=COCO)c2ccn(c2)OC1C(=O)C(C)C(O)C(F)F,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1059
spectraverse_pos_000002,5,Cc1ccc(OC=Cc2ccoc2)c(OCC(O)CC=CC(O)C(=O)O)c1,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1519
spectraverse_pos_000002,6,CC(F)CC(=O)C1Oc2ccc(OC3=CC(CCC#N)COC3C)cc2O1,COc1cc(O)c(C(=O)CCc2ccc(OC)c(OC)c2)c(OC)c1,0,0.1325
spectraverse_pos_000003,1,COc1cc(C)cc(OCC(C)C2OC(c3cccc(C)c3)OCCC2=O)c1OCC(=O)O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1786
spectraverse_pos_000003,2,COc1c(C)cc(C(=O)CO)c(OCC=O)c1C.Oc1cccc(OC2OCC3OC32)c1,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1628
spectraverse_pos_000003,3,CC(C)C.COc1cc2cc(OCC(=O)c3ccc(C)o3)c1o2.c1cc2c3cc1C(CO3)O2,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.2308
spectraverse_pos_000003,4,COc1c(C)c(C(=O)CCC2COC(=O)c3ccc(o3)C2O)cc(O)c1OCC(C)O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.2073
spectraverse_pos_000004,1,CON=C(CCc1cc(C)c(OC)c(C(=O)O)c1OCC=O)c1ccc2c(c1)OCC(C)O2,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1977
spectraverse_pos_000004,2,COc1cc(C(=O)C=C(OCC(C)C)Oc2cccc(O)c2)cc(OCCC(C)O)c1C,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1176
spectraverse_pos_000004,3,CC(O)C1Oc2cc1ccc2O.COc1cc(CC=O)cc(OCC(=O)c2ccoc2)c1C,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1628
spectraverse_pos_000004,4,COc1cc(C(=O)C(C=Cc2ccco2)C2COC(C)OC2C)cc(OCCOCC(C)O)c1O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1522
spectraverse_pos_000004,5,CC1CCOC(c2cccc(O)c2)O1.COc1cc(C)cc(C(=O)C(C)C)c1OCC=O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1744
spectraverse_pos_000005,1,COc1cc(C(=O)CC(C=O)OC)cc(OCC(O)c2cccc(C)c2)c1OCC(C)O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1481
spectraverse_pos_000005,2,COc1cc(C(C)COc2cccc(O)c2)cc(OC(=O)c2ccn(C)c2)c1CC=O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1149
spectraverse_pos_000005,3,CC(O)COc1cc2cc(c1O)OC(CC1OCCOC1=O)C2.Cc1ccc(C=O)o1,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1333
spectraverse_pos_000005,4,COc1cc(C(=O)C(C)C)cc(C)c1OC(CO)c1ccc(OCC=CCOO)c(C)c1,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1358
spectraverse_pos_000005,5,COc1cc(OCC(C2CCO2)C(O)C(=O)O)cc(C(=O)c2ccc(O)c(C)c2)c1O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1429
spectraverse_pos_000005,6,COc1cc(CC(CO)c2ccc(O)o2)cc(OCC(=O)C2CO2)c1O[PH](=O)COC(C)C,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.2048
spectraverse_pos_000006,1,COc1cc(CC(=O)c2csc(OCC(O)CO)c2)cc(C)c1CC(=CC(C)O)CO,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1176
spectraverse_pos_000006,2,CCC=O.COc1c(C)c(CC(=O)C=COc2ccc3c(c2)O3)cc(OCC(C)C)c1O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1395
spectraverse_pos_000007,1,COc1cc(CC(C)O)c(C)c(OC(C=O)c2cccc(C(=O)C3OC(C)O3)c2)c1O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1529
spectraverse_pos_000007,2,COC1C(=O)OC1c1cccc(O)c1.Cc1c(OCC(=O)O)cc2cc1OCC(C)C2,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.1975
spectraverse_pos_000007,3,COc1cc(OCCC(C)C2CC(=O)C=C(c3ccco3)O2)cc(C)c1OCC(=O)O,COc1cc2c(cc1OC)C1Oc3c(cc(OC)c(OC)c3OC)C1CO2,0,0.186
spectraverse_pos_000008,1,CC1(O)OC=C(c2c3ccc-3c(O)c2=O)COC1=O.COC1OCC(CO)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1895
spectraverse_pos_000008,2,CCOC=CC(=O)C=Cc1c(O)ncc(C2OC(CO)C(O)C(O)C2O)occ(F)c1C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2421
spectraverse_pos_000008,3,CC(O)CC=CC1=C(O)C(O)=NC=C2C(O)=C(OC3OC(CO)C(O)C(O)C3O)C=CC21,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2667
spectraverse_pos_000008,4,CC(O)C1=C(CO)C(O)C(=CO)C=CC=NC(C(=O)C=CC(O)C(O)CCO)C(C)O1,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1287
spectraverse_pos_000008,5,CC=C(O)C(=O)OC1=C(F)C=CC2(O)C(COC3OC(CO)C(O)C(O)C3O)=COC=C12,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2609
spectraverse_pos_000008,6,CC(CO)N=CC1=C(O)C(Cl)=CC2C1=COC(=O)C2OC1OC(CO)(CO)C(O)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1584
spectraverse_pos_000008,7,COCN=C(C=O)CC=CC1=C(Cl)C(=O)N=C2C1OC=CC2(O)C1OC(CO)C(O)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2039
spectraverse_pos_000008,8,COOC=Cc1ccn(C=CC2=C(Cl)C(=O)C(O)=CC2C2OC(CO)C(O)C(O)C2O)c1,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2553
spectraverse_pos_000009,1,COC=CC=CC(=O)C=CC1(O)C(F)=CC(COC2OC(CO)C(O)C(O)C2O)=NCC1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2717
spectraverse_pos_000009,2,CC(=O)C=CC(C)(COC(CO)C(O)C(O)CO)NC=C1C(=O)C(O)=C2CCC1C=CO2,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1415
spectraverse_pos_000009,3,COCC=CC1(O)C=CC2C=C(C(=O)O)C(O)CC21N=COC1OC(CO)C(O)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.266
spectraverse_pos_000009,4,COC=C1C(=O)C(CC=Cc2c(O)cc(O)cc2O)=C=C1OC1OC(CO)C(O)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2989
spectraverse_pos_000009,5,COCC(O)C1=COC(=O)OCC2=C(C)C(O)=NCC2=C1.OCC1OCC(O)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1717
spectraverse_pos_000009,6,CCCOC1=C(F)C(C2=CCC(C(=O)O)C(O)=CC2)=COC1OC(CO)C(O)C(O)CO,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1238
spectraverse_pos_000010,1,COCC=CC1C(O)C(O)=CC2=C(C=C3OC(CO)C(O)C(O)C3O)CC(O)C=CC21,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1935
spectraverse_pos_000010,2,CC(=CCNC1=C(F)C(=O)C2C(O)=COC2(C2OC(CO)C(O)C(O)C2O)C=CC1)CO,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2041
spectraverse_pos_000010,3,COCC(O)=CC=C1C(N)=COC2C(O)=CC1C=C2C(=O)C1OC(CO)C(O)C(O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2366
spectraverse_pos_000010,4,CC=CC1=C(O)C(O)=CC2C(=CC(=O)OC2C2OC(CO)C(O)C(O)C2O)CC=C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.236
spectraverse_pos_000010,5,CC1=NCC(OC2OC(CO)C(O)C(O)C2O)=C1C=CC=CC1C(O)COCC(=O)C1O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.2366
spectraverse_pos_000011,1,COC=CC1=C(C(=O)[O-])CC=C=CC2(O)C1=NCOC(=O)C2O.OC1CC(O)C2CC1O2,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.125
spectraverse_pos_000011,2,CCC#CC=CC1=C([O-])C=CC2C1C=C(OC1OC(CO)C(O)C(O)C1O)C2C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.3
spectraverse_pos_000011,3,CC#CC=CC1C(O)=CCC2=C(C=C1O)C(=O)C(OC1OCC(O)C(O)C1O)OC2CO,O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)C=CC(OC2OC(CO)C(O)C(O)C2O)C1O,0,0.1939
spectraverse_pos_000012,1,CC1=C(CO)CC(=O)C(C)=C(COC2C(CO)OC(OC(=O)c3ccc(O)c(O)c3)C(O)C2O)CC1.OC1C2CC(O2)C(O)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.234
spectraverse_pos_000012,2,CC1=CC(C2OC(CO)C(O)C(O)C2O)C(OC(O)(c2cc(C)cc(O)c2)C2CCC(CO)C=C(C(=O)O)C(=O)OC2)C(O)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2323
spectraverse_pos_000012,3,C=C(C)C1C=CC(=O)OC(CO)C=C1OC(=O)Cc1ccc(O)c(O)c1.CC1CC2OC(O1)C2OC1OC(CO)C(O)C(O)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.233
spectraverse_pos_000012,4,Cc1cc(O)cc(C(C)COC2C(CO)OCC(C)C2O)c1.O=C1CC=CCC(OC2OC(CO)C(O)C(O)C2O)C2=C(O1)C(=O)O2,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2812
spectraverse_pos_000012,5,CC1=C2C(=O)OC(C)=C(OC(=O)c3ccc(O)c(CO)c3)C2CC1.CO.OC1C2COC(O2)C(O)C1O.OCC1CC(O)C(O)=CO1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.1905
spectraverse_pos_000012,6,CC1=C(C(=O)O)CCC=CC(c2ccc(O)cc2)CC(=O)O1.CC1OC2COC2C(O)C1O.O=C1OC2OC(CO)C(O)C(O)C12,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.21
spectraverse_pos_000012,7,C=C(C(=O)OC1OC(C)C(O)C(O)C1O)C1CCCC(OC2C(CO)OC(C)C(O)C2O)C(CO)=CC(=O)O1.Cc1ccc(O)cc1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2062
spectraverse_pos_000012,8,C=C(CC1OC(OCC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1C(OC(=O)c2ccc(C)cc2)CCC=C2COC(=O)OC21,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.25
spectraverse_pos_000012,9,CC1=CC2OC(CC3=C1C(=O)C=C(CO)CC3)C(O)C(O)C2O.Cc1cc(O)cc(C(=O)OC2OC(CO)C(O)C(O)C2O)c1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2609
spectraverse_pos_000013,1,CO.COC1=C(COC2OC(C)C(O)C(O)C2O)C=CC1CCCC(C)=CO.O=C(OCC1C(=O)OC(O)CC1O)c1ccc(O)cc1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.1682
spectraverse_pos_000013,2,CC1CC(CC2C(C)C(OC(=O)c3ccc(O)cc3)OC(O)C2O)C(COC2OC(CO)C(O)C(O)C2O)=CC1CC1=CC(=O)O1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.25
spectraverse_pos_000013,3,CCC1C(CO)OC(OC(=O)C2=C(OC3OC(CO)C(O)C(O)C3O)CC(=Cc3ccc(C)cc3)CC(C)=CCC(=O)O2)C(O)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2747
spectraverse_pos_000014,1,CC1=CC(c2ccc(CO)c(O)c2)OC(=O)C(C(=O)OC2OC(C)C(O)C(O)C2O)=C(OCC2OC(CO)C(O)C(O)C2O)CCCC1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2737
spectraverse_pos_000014,2,CC1=C2CCC3(C)COC2(OCC1)C(=O)O3.CC1CCC(=CC=O)OC1=O.OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2451
spectraverse_pos_000014,3,CC(=CC1CCC(OC2OC(O)C(O)C(O)C2O)OC1=O)CO.O=C(O)C1=C2C(=O)OCC2(O)CC(c2ccc(O)cc2)=CC1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.181
spectraverse_pos_000014,4,CC1CC(CO)C(OCC2OC(Cc3ccc(OC(=O)C4=COC(C)C5C=CC(=O)OC45)cc3)C(O)C(O)C2O)OC=C(O)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.1923
spectraverse_pos_000014,5,C=Cc1ccc(OCC2OC(CO)C(O)C(O)C2O)cc1.COC1=C(C(=O)OCC2(O)C(O)=COC2C)C(c2cnc(C)c(=O)o2)CC1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.211
spectraverse_pos_000014,6,CC1=C(C(=O)OC2C(C)C(OC3OC(CO)C(O)C(O)C3O)OC(CO)C2O)C(=CO)OC(S(=O)(=O)c2ccc(O)cc2C)CC1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.25
spectraverse_pos_000015,1,CC1CC(O)=C2OC(=O)C(C(C)(C)C3C(O)OC(OC(=O)c4ccc(OC5OC(CO)C(O)C(O)C5O)cc4)C(O)C3O)=CC(CO)CC21,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2766
spectraverse_pos_000015,2,CC(O)=CC1CCC(c2ccc(O)cc2)C=C1C1(C)CC(OC2(CO)OC(COC(=O)C3C=C(C)C(O)C(O)C3O)C(O)C2O)C(=O)O1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.1351
spectraverse_pos_000015,3,CC(=O)OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)(C(C)(CC2=CCC3(O)CCC=C3C(=O)O2)c2ccc(O)cc2)C1O,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2551
spectraverse_pos_000015,4,CC1=C(C(=O)OCC2COC(C(C)(O)c3ccc(O)c(O)c3)C(O)C2)OC=C2C(=O)OC(COC3OC(CO)C(O)C(O)C3O)C2CC1,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,0,0.2571
spectraverse_pos_000016,1,CC1C=C(O)C=C(C(=O)O)C=C2C(O)=CC(c3ccc(O)c(O)c3)=C2OC(c2c(O)cc(OC3OC(CO)C(O)C(O)C3O)c3c2OC(=O)CC3)O1,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.1736
spectraverse_pos_000016,2,COc1cc(O)c2c(c1OC1OC(CO)C(O)C(O)C1O)C(c1ccc(O)c(O)c1)CC2O.Oc1cc(O)cc(C2Oc3c(O)cc4cc3OC42)c1,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.219
spectraverse_pos_000016,3,CC1CC(c2cc3c(c(O)c2OCc2cccc(O)c2)OC2OC(OC(=O)c4cc-3cc(O)c4O)C(O)C(O)C2O)=CC(O)=CC(O)=COC1CO,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.1356
spectraverse_pos_000017,1,CC1C(c2cc(O)c(C(=O)c3ccc(O)c(O)c3)c(O)c2)OC(Oc2cc(O)cc3c2OCC2C=Cc4cc(CO)cc(O)c4OC32)C(O)C(O)C1O,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.2162
spectraverse_pos_000017,2,CC1c2cc(OC(=O)c3ccc(O)c(O)c3)cc(O)c2OC1c1c(OC2OC(CO)C(O)C(O)C2O)cc(O)c2oc3ccc(O)cc3c(=O)c12,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.193
spectraverse_pos_000017,3,CC1c2c(O)cc(-c3ccc(O)c(O)c3)cc2C(=O)OC1OC1C(O)c2cc(C3OC(CO)C(O)C(O)C3O)ccc2OC1c1ccc(O)c(O)c1,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.2233
spectraverse_pos_000017,4,COC1Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c2C1C(=O)C1=CC2(C=C1O)OCC(c1ccc(O)c(O)c1)OC2c1ccc(O)c(O)c1,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.2182
spectraverse_pos_000017,5,CC1C(O)Oc2cc(O)c(C(=O)C3OC(CO)C(O)C(O)C3O)cc2OC1Oc1ccc(O)c2c1OC(c1ccc(O)c(O)c1)C2c1cc(O)cc(O)c1,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.2647
spectraverse_pos_000018,1,CC1OC2OC1Oc1c(O)c(OC(=O)c3cc(O)cc(O)c3)cc(C3OC(CO)C(O)C(O)C3O)c12.O=C1C=C2OC3=CC3=C(CCO)C12O,O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,0,0.1488
